day,cost_phones,cost_cases,cost_accessories,group
11,22900,700,2100,pilot
11,40600,2200,0,pilot
11,10600,0,0,pilot
11,78100,1300,0,pilot
11,76400,2000,0,pilot
11,82500,0,0,pilot
11,51300,0,0,pilot
11,23500,0,0,pilot
11,52900,0,0,pilot
11,17200,0,0,pilot
11,38600,0,0,pilot
11,52100,2700,0,pilot
11,37200,0,0,pilot
11,29800,0,3600,pilot
11,47100,0,0,pilot
11,52900,1600,0,pilot
11,59000,0,0,pilot
11,21500,1900,0,pilot
11,30100,0,2000,pilot
11,58500,0,0,pilot
11,46900,0,0,pilot
11,37600,0,2500,pilot
11,24200,2600,0,pilot
11,59300,1700,0,pilot
11,47300,1600,3900,pilot
11,51800,3100,2600,pilot
11,25300,0,3000,pilot
11,12500,1800,0,pilot
11,30400,2000,0,pilot
11,48200,3000,1100,pilot
11,33200,2400,0,pilot
11,36700,0,0,pilot
11,32500,2300,0,pilot
11,4400,2600,0,pilot
11,31100,0,0,pilot
11,4200,1200,0,pilot
11,49800,1800,0,pilot
11,45800,1800,0,pilot
11,35100,2400,0,pilot
11,40900,0,0,pilot
11,27100,1000,3100,pilot
11,54700,2400,0,pilot
11,59900,0,0,pilot
11,36200,0,4100,pilot
11,19700,2500,0,pilot
11,25700,0,0,pilot
11,26000,0,0,pilot
11,25600,0,0,pilot
11,28400,0,0,pilot
11,31800,2200,0,pilot
11,48500,2400,0,pilot
11,29100,2500,0,pilot
11,44200,2000,0,pilot
11,45700,2200,0,pilot
11,20600,0,0,pilot
11,35300,2200,0,pilot
11,7200,0,0,pilot
11,32800,1900,0,pilot
11,54900,1400,0,pilot
11,74800,1200,0,pilot
11,22700,1200,3100,pilot
11,58400,1800,0,pilot
11,48500,2700,0,pilot
11,63100,2900,0,pilot
11,34400,0,0,pilot
11,26800,2200,0,pilot
11,46400,0,0,pilot
11,27100,0,0,pilot
11,23100,0,0,pilot
11,32500,2900,0,pilot
11,44600,0,0,pilot
11,11000,0,0,pilot
11,24800,1600,3700,pilot
11,57100,0,0,pilot
11,37600,0,0,pilot
11,67800,0,0,pilot
11,50100,1800,0,pilot
11,31900,0,0,pilot
11,13900,1800,2200,pilot
11,28700,0,0,pilot
11,48900,0,0,pilot
11,76700,0,0,pilot
11,57200,0,0,pilot
11,41200,0,0,pilot
11,52400,0,0,pilot
11,11200,0,0,pilot
11,35500,0,0,pilot
11,17700,2200,0,pilot
11,69200,2700,0,pilot
11,29700,3200,0,pilot
11,37500,0,2400,pilot
11,13100,0,3800,pilot
11,20400,0,4100,pilot
11,43400,1800,0,pilot
11,24600,0,2200,pilot
11,48500,1800,0,pilot
11,49900,2100,0,pilot
11,29700,0,0,pilot
11,60500,2400,0,pilot
11,34300,0,0,pilot
11,47300,800,2600,pilot
11,16600,0,0,pilot
11,44100,0,0,pilot
11,59400,1400,0,pilot
11,47200,2100,0,pilot
11,21400,2000,0,pilot
11,32200,2200,0,pilot
11,31000,0,0,pilot
11,46800,2500,0,pilot
11,45200,0,2000,pilot
11,60900,0,0,pilot
11,19200,1200,0,pilot
11,9900,0,0,pilot
11,45100,0,0,pilot
11,31000,0,0,pilot
11,68500,2400,0,pilot
11,13600,2600,0,pilot
11,31200,2200,0,pilot
11,50900,2200,0,pilot
11,49700,0,0,pilot
11,43200,0,0,pilot
11,12200,2200,4400,pilot
11,46500,0,0,pilot
11,48200,1400,1300,pilot
11,32300,2200,0,pilot
11,54800,0,0,pilot
11,20400,0,2100,pilot
11,40400,1400,3200,pilot
11,47600,0,0,pilot
11,44500,0,600,pilot
11,22500,0,0,pilot
11,19800,0,3600,pilot
11,42800,2000,0,pilot
11,16600,0,0,pilot
11,58300,0,2000,pilot
11,43400,2700,0,pilot
11,46500,2200,3400,pilot
11,56000,0,0,pilot
11,66900,1300,0,pilot
11,31100,3100,0,pilot
11,63200,2900,3600,pilot
11,66900,2400,0,pilot
11,35700,2000,0,pilot
11,52300,0,0,pilot
11,6300,0,2500,pilot
11,54900,0,0,pilot
11,19400,2500,2000,pilot
11,25700,0,3500,pilot
11,43000,3100,0,pilot
11,14800,1300,0,pilot
11,19200,2500,0,pilot
11,15200,2200,2400,pilot
11,17100,0,0,pilot
11,20600,2000,0,pilot
11,25600,0,1500,pilot
11,40400,0,0,pilot
11,41000,1300,0,pilot
11,17200,2800,0,pilot
11,24100,2500,0,pilot
11,48700,0,0,pilot
11,56800,1900,0,pilot
11,16800,2000,1700,pilot
11,17100,2000,3000,pilot
11,43300,1900,0,pilot
11,18000,2400,0,pilot
11,37900,0,0,pilot
11,17800,0,3100,pilot
11,36500,2800,0,pilot
11,41200,0,4800,pilot
11,46000,0,0,pilot
11,23800,2100,0,pilot
11,59000,2700,0,pilot
11,42500,2400,0,pilot
11,34100,0,0,pilot
11,92200,1300,0,pilot
11,53200,1600,1600,pilot
11,39600,0,0,pilot
11,20900,0,0,pilot
11,48100,2000,0,pilot
11,19500,2000,0,pilot
11,24800,1200,2100,pilot
11,22200,0,0,pilot
12,57000,2500,4200,pilot
12,52600,2600,0,pilot
12,48300,0,3700,pilot
12,46800,2800,3100,pilot
12,22900,0,5200,pilot
12,18100,0,1500,pilot
12,28700,2800,0,pilot
12,56400,2700,0,pilot
12,50600,2700,0,pilot
12,15600,0,0,pilot
12,30300,0,0,pilot
12,25100,0,0,pilot
12,29800,2100,0,pilot
12,21400,2100,0,pilot
12,37200,2900,0,pilot
12,34900,0,0,pilot
12,34300,0,0,pilot
12,29100,1300,0,pilot
12,71000,0,0,pilot
12,57400,2200,0,pilot
12,38700,0,0,pilot
12,11400,2400,0,pilot
12,16400,0,0,pilot
12,50100,2900,0,pilot
12,66700,0,2000,pilot
12,26200,0,0,pilot
12,65900,0,0,pilot
12,68900,0,3500,pilot
12,55500,3300,0,pilot
12,53900,2100,0,pilot
12,20600,0,3000,pilot
12,11000,2100,3900,pilot
12,37800,0,0,pilot
12,32300,1800,4000,pilot
12,5800,1500,0,pilot
12,53700,0,0,pilot
12,57200,0,0,pilot
12,30100,2200,1800,pilot
12,31700,0,0,pilot
12,34300,0,0,pilot
12,9300,0,0,pilot
12,7300,1900,0,pilot
12,53300,0,0,pilot
12,25500,1900,0,pilot
12,52500,2700,2800,pilot
12,47100,1900,0,pilot
12,66200,0,1500,pilot
12,18500,2000,0,pilot
12,41400,2200,0,pilot
12,32800,0,4100,pilot
12,24400,0,3400,pilot
12,45900,2000,0,pilot
12,45300,0,0,pilot
12,55700,3000,0,pilot
12,55200,1100,0,pilot
12,34400,0,4300,pilot
12,50800,2300,0,pilot
12,23000,0,0,pilot
12,41100,2300,4100,pilot
12,61800,2900,0,pilot
12,37600,2600,0,pilot
12,78000,2000,0,pilot
12,17400,0,3300,pilot
12,42400,0,3100,pilot
12,46800,0,0,pilot
12,46700,0,0,pilot
12,51200,1900,4100,pilot
12,30600,1700,0,pilot
12,11000,2500,1500,pilot
12,30200,0,0,pilot
12,18700,2500,0,pilot
12,33600,0,1600,pilot
12,65400,2600,0,pilot
12,13600,2800,0,pilot
12,41200,1500,2300,pilot
12,5500,1300,0,pilot
12,34700,0,0,pilot
12,10800,0,0,pilot
12,45800,2500,0,pilot
12,47800,0,0,pilot
12,20900,0,4000,pilot
12,44100,0,0,pilot
12,39800,2300,0,pilot
12,71100,2300,0,pilot
12,45800,2500,0,pilot
12,42800,1300,0,pilot
12,44300,0,0,pilot
12,70800,0,0,pilot
12,23500,0,0,pilot
12,58000,0,0,pilot
12,46800,1900,0,pilot
12,5200,0,3000,pilot
12,32600,2700,0,pilot
12,31000,0,0,pilot
12,32300,0,1600,pilot
12,43600,0,0,pilot
12,14900,2900,0,pilot
12,60000,1600,0,pilot
12,39000,2000,3600,pilot
12,42900,0,0,pilot
12,46000,700,0,pilot
12,26600,0,0,pilot
12,72200,2400,0,pilot
12,39900,0,0,pilot
12,21400,0,0,pilot
12,12300,0,0,pilot
12,26400,0,0,pilot
12,45700,0,0,pilot
12,30900,2300,0,pilot
12,44200,0,0,pilot
12,23200,1900,0,pilot
12,44600,2000,0,pilot
12,38200,1900,0,pilot
12,37900,0,0,pilot
12,46200,1700,2200,pilot
12,4800,2900,0,pilot
12,45200,2400,3300,pilot
12,50400,0,0,pilot
12,36300,1400,0,pilot
12,22300,0,3200,pilot
12,8500,1900,0,pilot
12,23400,2400,0,pilot
12,7900,1800,0,pilot
12,7200,2600,0,pilot
12,12500,0,0,pilot
12,39200,2600,0,pilot
12,75600,0,0,pilot
12,44300,1500,0,pilot
12,25000,0,1100,pilot
12,27600,0,0,pilot
12,44200,3100,0,pilot
12,23300,0,0,pilot
12,26600,0,0,pilot
12,7100,0,0,pilot
12,68000,1600,0,pilot
12,36800,1900,0,pilot
12,20900,0,3800,pilot
12,53900,0,0,pilot
12,55100,2300,0,pilot
12,34000,2100,4000,pilot
12,22000,0,0,pilot
12,39900,2300,0,pilot
12,35900,1100,0,pilot
12,25500,0,0,pilot
12,24500,2600,0,pilot
12,56100,2700,0,pilot
12,43200,0,0,pilot
12,9800,1900,2900,pilot
12,71400,0,3800,pilot
12,44000,0,0,pilot
12,82000,0,0,pilot
12,37300,2300,0,pilot
12,55300,2900,0,pilot
12,74000,2600,0,pilot
12,62800,1700,0,pilot
12,4300,0,0,pilot
12,32100,3000,2200,pilot
12,39800,0,4000,pilot
12,63400,0,4000,pilot
12,5400,1400,0,pilot
12,63200,2000,0,pilot
12,14200,0,0,pilot
12,59700,0,2000,pilot
12,30700,0,1800,pilot
12,22300,0,0,pilot
12,52400,1900,0,pilot
12,25200,0,3200,pilot
12,49600,2000,2800,pilot
12,24800,0,0,pilot
12,47500,1500,0,pilot
12,59100,1700,3300,pilot
12,53400,1700,0,pilot
12,52100,1300,0,pilot
12,76700,0,3200,pilot
12,22700,0,2400,pilot
12,42600,0,0,pilot
12,73800,0,0,pilot
12,13800,0,0,pilot
12,63200,0,0,pilot
12,14500,1000,0,pilot
12,34200,2200,2600,pilot
12,79900,800,3700,pilot
12,44100,1200,1700,pilot
12,24700,0,0,pilot
12,39500,2800,0,pilot
12,32300,0,0,pilot
12,4200,0,0,pilot
12,44200,3100,0,pilot
12,32500,2300,0,pilot
12,23800,0,0,pilot
12,63700,0,2900,pilot
12,22500,0,0,pilot
12,31900,2800,2500,pilot
12,77100,0,0,pilot
12,23900,0,2000,pilot
12,5500,0,2300,pilot
12,30700,0,0,pilot
12,48000,2600,0,pilot
12,58000,1300,3200,pilot
12,26500,2400,0,pilot
12,55100,0,0,pilot
12,46200,0,2500,pilot
12,39900,0,0,pilot
12,21300,2300,0,pilot
12,28300,0,0,pilot
12,47200,2200,0,pilot
12,22300,1900,0,pilot
12,38400,2100,0,pilot
12,57600,0,0,pilot
12,47000,0,2200,pilot
12,20400,0,0,pilot
12,80200,0,4300,pilot
12,18100,0,0,pilot
12,61700,0,0,pilot
12,20900,2100,0,pilot
12,48300,2100,0,pilot
13,20800,0,0,pilot
13,42400,0,0,pilot
13,25100,3100,0,pilot
13,34600,0,0,pilot
13,45700,2400,3700,pilot
13,6500,2200,0,pilot
13,41300,0,0,pilot
13,32100,0,0,pilot
13,24900,2000,0,pilot
13,25700,2900,0,pilot
13,29000,2200,0,pilot
13,31000,0,0,pilot
13,43700,0,0,pilot
13,44300,1400,0,pilot
13,39700,2400,2900,pilot
13,4100,1000,2900,pilot
13,42700,0,0,pilot
13,27700,0,0,pilot
13,14700,0,0,pilot
13,43100,0,0,pilot
13,38200,1800,0,pilot
13,32200,1300,0,pilot
13,13600,0,0,pilot
13,13500,0,0,pilot
13,32200,0,4100,pilot
13,36400,0,3300,pilot
13,38500,0,0,pilot
13,20400,1800,2400,pilot
13,15600,0,0,pilot
13,49900,0,0,pilot
13,36300,3600,0,pilot
13,44300,0,0,pilot
13,33300,2500,0,pilot
13,42400,3200,0,pilot
13,16500,2000,0,pilot
13,39100,0,2300,pilot
13,57000,800,0,pilot
13,47800,0,5100,pilot
13,9800,0,0,pilot
13,15100,0,2400,pilot
13,59400,0,0,pilot
13,44700,2200,0,pilot
13,24000,2000,0,pilot
13,34800,0,0,pilot
13,42700,0,0,pilot
13,52100,0,0,pilot
13,57700,1600,0,pilot
13,24500,2900,0,pilot
13,29600,1400,0,pilot
13,34000,2000,2000,pilot
13,22600,1400,0,pilot
13,65200,0,0,pilot
13,46400,0,1500,pilot
13,24600,0,0,pilot
13,64800,0,0,pilot
13,20000,2400,0,pilot
13,50200,0,0,pilot
13,50400,2300,3800,pilot
13,44600,1600,0,pilot
13,34100,0,0,pilot
13,61100,0,3800,pilot
13,39100,0,0,pilot
13,86000,0,0,pilot
13,60400,1100,0,pilot
13,44700,2600,4000,pilot
13,75900,0,0,pilot
13,28800,1100,3900,pilot
13,42900,1800,0,pilot
13,24100,1600,0,pilot
13,48900,3400,0,pilot
13,69800,0,4600,pilot
13,6300,2100,0,pilot
13,36800,0,0,pilot
13,10300,3000,3600,pilot
13,36100,0,2200,pilot
13,27200,0,5300,pilot
13,68700,0,2200,pilot
13,52400,0,0,pilot
13,72600,2600,0,pilot
13,48700,0,0,pilot
13,44600,1600,0,pilot
13,5800,1800,0,pilot
13,7300,0,0,pilot
13,28200,0,2900,pilot
13,53100,2200,0,pilot
13,20400,1900,0,pilot
13,54100,2300,0,pilot
13,36700,2200,0,pilot
13,34700,0,0,pilot
13,68900,2200,2600,pilot
13,41800,1600,0,pilot
13,29300,700,4400,pilot
13,54900,0,0,pilot
13,22600,2000,3600,pilot
13,51300,3300,0,pilot
13,30600,1500,0,pilot
13,57600,0,0,pilot
13,50900,1700,0,pilot
13,57500,0,3200,pilot
13,22000,0,4100,pilot
13,40400,3600,0,pilot
13,31300,0,0,pilot
13,23200,0,0,pilot
13,61700,0,0,pilot
13,31400,2300,0,pilot
13,16600,0,0,pilot
13,50200,0,0,pilot
13,43300,0,0,pilot
13,41300,0,0,pilot
13,94900,1000,0,pilot
13,43700,0,0,pilot
13,25000,3000,0,pilot
13,42600,3000,2300,pilot
13,27800,0,0,pilot
13,23100,3300,0,pilot
13,51800,0,3400,pilot
13,26600,0,2000,pilot
13,24700,0,0,pilot
13,58900,0,0,pilot
13,39000,2100,0,pilot
13,27000,0,2100,pilot
13,36400,0,1400,pilot
13,18700,2000,3100,pilot
13,10100,0,0,pilot
13,13000,0,0,pilot
13,26000,0,2700,pilot
13,94200,0,0,pilot
13,20600,0,0,pilot
13,13700,0,2600,pilot
13,30200,0,0,pilot
13,61200,0,0,pilot
13,62200,2500,0,pilot
13,52600,0,400,pilot
13,66100,2200,0,pilot
13,44700,0,0,pilot
13,19800,3000,0,pilot
13,36200,0,2600,pilot
13,68900,2700,0,pilot
13,34800,0,3400,pilot
13,20500,1300,0,pilot
13,68800,0,0,pilot
13,19200,0,0,pilot
13,36800,0,0,pilot
13,24800,1900,0,pilot
13,37100,2500,0,pilot
13,50100,0,0,pilot
13,38200,0,0,pilot
13,41800,0,0,pilot
13,37500,800,0,pilot
13,21900,0,0,pilot
13,77200,2700,0,pilot
13,14800,2100,0,pilot
13,30300,0,3500,pilot
13,36300,1900,0,pilot
13,55400,0,0,pilot
13,16300,0,0,pilot
13,71000,0,0,pilot
13,50800,2700,0,pilot
13,26500,0,3000,pilot
13,65800,0,0,pilot
13,46200,2200,0,pilot
13,38600,0,0,pilot
13,37500,0,3400,pilot
13,41200,0,0,pilot
13,4300,2000,0,pilot
13,28000,3100,0,pilot
13,30200,0,0,pilot
13,4500,1900,0,pilot
13,61100,2200,1400,pilot
13,32500,0,0,pilot
13,58000,2700,0,pilot
13,50700,1900,2900,pilot
13,7200,1400,0,pilot
13,21300,0,0,pilot
13,51800,2200,0,pilot
13,45900,0,3500,pilot
13,30600,2400,2600,pilot
13,33400,0,4300,pilot
13,70600,0,4400,pilot
13,41200,0,0,pilot
13,24600,3300,0,pilot
13,22300,0,0,pilot
13,21500,1100,3700,pilot
13,24500,2100,0,pilot
13,26000,1600,0,pilot
13,20300,3000,3200,pilot
13,13600,0,0,pilot
13,21900,0,0,pilot
13,54400,0,3000,pilot
13,12200,0,0,pilot
13,58700,0,0,pilot
13,59700,0,0,pilot
13,60800,2000,0,pilot
13,40400,0,2900,pilot
13,38900,3000,0,pilot
13,74600,1500,0,pilot
13,35200,0,0,pilot
13,59800,0,4200,pilot
13,60600,0,0,pilot
13,44900,500,2500,pilot
13,48500,2100,0,pilot
13,53600,0,0,pilot
13,5400,2600,4900,pilot
13,44300,0,3700,pilot
13,30400,2900,0,pilot
13,53600,1700,0,pilot
13,31300,2600,0,pilot
13,43200,0,0,pilot
13,18500,0,0,pilot
13,9800,0,0,pilot
13,32400,1600,0,pilot
13,38500,0,0,pilot
13,67500,0,0,pilot
13,45600,0,0,pilot
13,19000,1800,0,pilot
13,32900,0,4000,pilot
13,35500,0,3400,pilot
13,8600,0,3200,pilot
13,14200,2000,1700,pilot
13,30400,1900,3700,pilot
13,49000,0,0,pilot
13,35200,2700,0,pilot
13,13000,0,0,pilot
13,13800,1900,3600,pilot
13,57100,1900,4000,pilot
13,19300,0,0,pilot
13,36700,0,0,pilot
13,24100,0,0,pilot
13,15500,2500,0,pilot
13,23200,1800,2700,pilot
13,13200,2600,0,pilot
13,41900,0,0,pilot
13,18700,1500,0,pilot
13,17100,0,0,pilot
13,77600,0,0,pilot
13,30100,2500,0,pilot
13,65900,1800,0,pilot
13,20200,3000,0,pilot
13,42600,0,0,pilot
13,63600,0,0,pilot
13,15000,0,0,pilot
13,71700,2100,1300,pilot
13,7800,0,4500,pilot
13,23400,0,0,pilot
13,55700,2100,0,pilot
13,48300,3400,0,pilot
13,61700,3300,0,pilot
13,20300,0,0,pilot
13,56100,3400,0,pilot
13,16600,0,0,pilot
13,42600,0,2700,pilot
13,38100,2000,0,pilot
13,60800,2500,0,pilot
14,36500,0,0,pilot
14,30900,1600,0,pilot
14,71900,0,1100,pilot
14,28300,0,0,pilot
14,23100,0,0,pilot
14,23000,0,0,pilot
14,32000,2000,0,pilot
14,27100,2300,0,pilot
14,23800,2200,2200,pilot
14,85600,1700,0,pilot
14,36400,0,0,pilot
14,43400,1500,0,pilot
14,29400,2100,0,pilot
14,36000,1900,0,pilot
14,59100,1200,0,pilot
14,53400,2200,0,pilot
14,51900,0,0,pilot
14,13200,0,0,pilot
14,21100,0,0,pilot
14,51900,0,0,pilot
14,37500,0,0,pilot
14,56000,1700,0,pilot
14,35800,0,0,pilot
14,40900,0,2600,pilot
14,32400,0,0,pilot
14,45300,0,2300,pilot
14,76800,0,0,pilot
14,34000,1900,0,pilot
14,16100,2400,0,pilot
14,60900,0,0,pilot
14,15900,1900,0,pilot
14,14100,0,5100,pilot
14,50300,0,0,pilot
14,26700,0,3700,pilot
14,21000,1700,0,pilot
14,20300,0,0,pilot
14,18600,3000,0,pilot
14,51500,1600,0,pilot
14,26700,0,0,pilot
14,22800,2800,0,pilot
14,41900,0,0,pilot
14,31000,0,0,pilot
14,35300,2700,3300,pilot
14,34600,0,0,pilot
14,69500,2600,0,pilot
14,53800,0,0,pilot
14,42100,0,0,pilot
14,57000,0,0,pilot
14,37000,1900,0,pilot
14,63300,0,0,pilot
14,11500,0,0,pilot
14,55000,2300,3200,pilot
14,19700,1300,0,pilot
14,15600,0,3300,pilot
14,31500,0,0,pilot
14,45100,0,0,pilot
14,46100,0,0,pilot
14,28600,0,1900,pilot
14,30300,1900,0,pilot
14,11900,1500,2800,pilot
14,16100,1400,0,pilot
14,24100,0,0,pilot
14,54000,2600,0,pilot
14,58000,0,0,pilot
14,13300,2700,3700,pilot
14,10400,0,2000,pilot
14,36700,3200,3400,pilot
14,15300,1100,0,pilot
14,7500,0,0,pilot
14,15400,3300,0,pilot
14,41700,1300,0,pilot
14,35200,3100,3200,pilot
14,55000,2700,0,pilot
14,38000,2700,0,pilot
14,51100,2400,3800,pilot
14,37200,0,0,pilot
14,80400,1600,0,pilot
14,26900,1900,0,pilot
14,41800,0,0,pilot
14,37100,0,0,pilot
14,26000,1400,0,pilot
14,25800,0,0,pilot
14,27600,0,0,pilot
14,43300,2400,0,pilot
14,39300,0,0,pilot
14,57400,2200,0,pilot
14,17900,0,0,pilot
14,61100,0,0,pilot
14,26500,2300,0,pilot
14,32900,1700,0,pilot
14,52400,1800,0,pilot
14,37200,1600,0,pilot
14,24300,2000,0,pilot
14,22200,2000,0,pilot
14,24600,0,0,pilot
14,57500,0,0,pilot
14,13800,0,4700,pilot
14,25900,2200,0,pilot
14,34700,1300,0,pilot
14,35400,2000,0,pilot
14,41700,2300,0,pilot
14,48600,1700,4900,pilot
14,40600,2200,0,pilot
14,76100,1200,0,pilot
14,15500,800,4800,pilot
14,38700,0,0,pilot
14,56800,1300,2500,pilot
14,30300,0,0,pilot
14,36100,2300,4500,pilot
14,32400,0,0,pilot
14,34200,0,4300,pilot
14,50000,2400,0,pilot
14,59500,0,0,pilot
14,36500,0,0,pilot
14,58300,2300,3800,pilot
14,9500,2600,3200,pilot
14,38800,0,0,pilot
14,31300,2300,0,pilot
14,27700,0,2700,pilot
14,34200,2700,0,pilot
14,66900,2200,0,pilot
14,33200,0,0,pilot
14,73500,0,3600,pilot
14,11900,0,0,pilot
14,47300,1800,0,pilot
14,48600,1200,2300,pilot
14,24800,2100,2200,pilot
14,38500,0,0,pilot
14,43400,2600,0,pilot
14,69400,0,0,pilot
14,10600,0,0,pilot
14,12600,2000,0,pilot
14,14000,0,0,pilot
14,16100,0,0,pilot
14,51600,0,0,pilot
14,16000,2400,0,pilot
14,23900,2800,0,pilot
14,59900,0,0,pilot
14,20600,0,0,pilot
14,42200,3500,0,pilot
14,32700,1900,0,pilot
14,10500,0,4000,pilot
14,40400,800,0,pilot
14,12700,0,0,pilot
14,23300,0,0,pilot
14,64100,2000,3900,pilot
14,10600,0,0,pilot
14,23100,0,0,pilot
14,19100,1900,0,pilot
14,56300,3100,2000,pilot
14,21000,0,0,pilot
14,50900,1800,0,pilot
14,85700,0,2100,pilot
14,75500,2300,3300,pilot
14,8200,0,0,pilot
14,43300,0,0,pilot
14,43000,1900,0,pilot
14,52300,1800,0,pilot
14,26700,0,0,pilot
14,54500,2200,2400,pilot
14,36500,0,0,pilot
14,76100,0,0,pilot
14,24400,500,1900,pilot
14,12300,1200,0,pilot
14,37300,0,2600,pilot
14,64800,0,3100,pilot
14,35500,1400,0,pilot
14,27600,0,3900,pilot
14,34700,2100,0,pilot
14,26900,0,0,pilot
14,10600,2100,0,pilot
14,36300,0,0,pilot
14,50200,2000,0,pilot
14,21700,0,0,pilot
14,49100,1100,0,pilot
14,36800,2100,0,pilot
14,16600,0,0,pilot
14,60300,0,0,pilot
14,21700,0,4500,pilot
14,49200,0,0,pilot
14,34000,0,0,pilot
14,43500,0,0,pilot
14,44200,2000,0,pilot
14,54700,0,0,pilot
14,38300,0,0,pilot
14,13300,0,0,pilot
14,57400,0,0,pilot
14,57600,0,3500,pilot
14,16500,2400,0,pilot
14,16000,1800,0,pilot
14,12900,0,0,pilot
14,33000,1800,0,pilot
14,33600,0,1700,pilot
14,49600,0,0,pilot
14,7800,2100,0,pilot
14,53300,0,0,pilot
14,36600,3200,5700,pilot
14,18500,2100,0,pilot
14,41300,0,0,pilot
14,32000,0,0,pilot
14,5700,2500,3900,pilot
14,30500,2200,0,pilot
14,64300,600,0,pilot
14,33700,0,0,pilot
14,52700,0,0,pilot
14,43600,2300,0,pilot
14,79500,0,1800,pilot
14,49900,0,3900,pilot
14,52400,0,0,pilot
14,48700,0,0,pilot
14,6200,1700,2900,pilot
14,38200,1200,0,pilot
14,13900,0,0,pilot
14,36800,0,0,pilot
14,24800,0,0,pilot
14,21100,0,0,pilot
14,31900,1300,0,pilot
14,24200,3000,0,pilot
